,place_name,place_id,lat,lng,type,weekday,hour,moment_value,time
167,Ciputra Seraya XXI,ChIJVfTatHiCeC4RKlB6jQtU7Lg,0.5360614,101.4301886,movie_theater,tuesday,0,0,2019-05-07 00:00:00
168,Cinemaxx Living World,ChIJEXOan7Gp1TERG4PKT1ntqV4,0.5002414000000001,101.4200645,movie_theater,tuesday,0,0,2019-05-07 00:00:00
169,Metro Plaza,ChIJt7c8oJOu1TERJ1eGqIm9wU8,0.4997860999999999,101.46378179999999,shopping_mall,tuesday,0,0,2019-05-07 00:00:00
170,Kedaung Table Top Plaza,ChIJyciJeTmp1TERkUcA-ZYa_-E,0.49243590000000004,101.419789,shopping_mall,tuesday,0,0,2019-05-07 00:00:00
171,Swalayan 999 harapan raya,ChIJZS0kMb6u1TERFlbNO2g-Gxs,0.4928907,101.4521209,supermarket,tuesday,0,0,2019-05-07 00:00:00
172,Colour's Mart,ChIJaaapX1uo1TERxXkY6fF0p3Q,0.4647808,101.3782361,supermarket,tuesday,0,0,2019-05-07 00:00:00
173,Indomaret Sudirman 422,ChIJqy2zmaSu1TERg3atYLQeud0,0.5073584,101.4503607,supermarket,tuesday,0,10,2019-05-07 00:00:00
174,Alfamart Kini Balu,ChIJ_41NHD2s1TERMT083HBqGqw,0.5261210999999999,101.4592768,supermarket,tuesday,0,0,2019-05-07 00:00:00
175,Indomaret,ChIJGb3o5ROs1TERvVixLMtEYLo,0.5297386000000001,101.4499334,supermarket,tuesday,0,6,2019-05-07 00:00:00
176,Lotte Wholesale Pekanbaru,ChIJ-_2DtVqp1TER0T9vmjaboOc,0.5062468999999999,101.420908,supermarket,tuesday,0,0,2019-05-07 00:00:00
177,Pasar Buah Pekanbaru,ChIJz5WQkb6u1TEROcnCcmB6jdA,0.5346524,101.4474015,supermarket,tuesday,0,0,2019-05-07 00:00:00
178,Alfamart Tuanku Tambusai 2,ChIJyfFlekap1TERfuT5iQindNg,0.5010777000000001,101.4203673,supermarket,tuesday,0,47,2019-05-07 00:00:00
179,Transmart Carrefour Pekanbaru,ChIJyWEmYOOr1TERCg6J8CqOomA,0.5031186000000001,101.4200232,supermarket,tuesday,0,0,2019-05-07 00:00:00
180,Swalayan 999 harapan raya,ChIJZS0kMb6u1TERFlbNO2g-Gxs,0.4928907,101.4521209,store,tuesday,0,0,2019-05-07 00:00:00
181,Naga Swalayan,ChIJjQiDPMyu1TER-VkVgSVp_k8,0.4907185999999999,101.4388513,store,tuesday,0,0,2019-05-07 00:00:00
182,Toserba Mama,ChIJRfl9KRKs1TERZ24eaPgtW3M,0.5292235,101.4477167,store,tuesday,0,0,2019-05-07 00:00:00
183,TOSERBA FHAJAR ( SWALAYAN ECERAN & GROSIR ),ChIJPTvsv42u1TERlh28FYGHenU,0.500128,101.469479,store,tuesday,0,0,2019-05-07 00:00:00
184,Colour's Mart,ChIJaaapX1uo1TERxXkY6fF0p3Q,0.4647808,101.3782361,store,tuesday,0,0,2019-05-07 00:00:00
185,V-Communication,ChIJe99uAhOs1TERbsf38JkAKCs,0.5326945,101.4481772,store,tuesday,0,0,2019-05-07 00:00:00
186,3Store Pekanbaru,ChIJR2fFxcKu1TERCa9y0vH1KJw,0.5355850999999998,101.4301636,store,tuesday,0,0,2019-05-07 00:00:00
187,Indonesian Bakery,ChIJHerhDAqs1TERUrN1gOhowUg,0.5303456999999999,101.4342577,store,tuesday,0,0,2019-05-07 00:00:00
188,Bandara Internasional SSK II Pekanbaru,ChIJDYL1Kzqv1TER0XfHoqGdrRU,0.46469099999999997,101.4478337,airport,wednesday,0,0,2019-05-08 00:00:00
189,Bandar Udara Internasional Syarif Kasim II Pekanbaru,ChIJQakSBOev1TERLG6Pg9un_R8,0.4645344,101.4483296,airport,wednesday,0,7,2019-05-08 00:00:00
190,Sultan Syarif Kasim II International Airport,ChIJxwFScDmv1TERljqI_TQ4_JM,0.4644616,101.44815559999999,airport,wednesday,0,7,2019-05-08 00:00:00
191,Bank Danamon Pekanbaru - Simpang Pasar Bawah,ChIJf-XeYQ2s1TERV0lMbulRGtA,0.5365985999999999,101.4433547,bank,wednesday,0,0,2019-05-08 00:00:00
192,Danamon KC WAHID HASYIM,ChIJEyqnQRKs1TERya0An_4EkhI,0.5272717,101.4481716,bank,wednesday,0,0,2019-05-08 00:00:00
193,Mandiri KCP Pekanbaru Ahmad Yani,ChIJo_t6Ww6s1TER_mgpi_PrG90,0.5195924,101.44427009999998,bank,wednesday,0,0,2019-05-08 00:00:00
194,Mandiri Pekanbaru Jalan Riau,ChIJL-gB6Yqr1TERJ5YF0ui5ja8,0.5351117,101.43770740000001,bank,wednesday,0,0,2019-05-08 00:00:00
195,Bank BNI Syariah KCP Panam,ChIJSfptz_Oo1TERYlFeYarvQBY,0.4639601,101.3972177,bank,wednesday,0,0,2019-05-08 00:00:00
196,Bank Syariah Mandiri KCP Pekanbaru Sudirman Bawah,ChIJn46FShKs1TER6f57XUZCj3o,0.5304854,101.44780820000001,bank,wednesday,0,0,2019-05-08 00:00:00
197,Bank Mandiri - KCP Pekanbaru Panam,ChIJNVYGCUSo1TER8Iyg616RTp4,0.46378909999999995,101.4097403,bank,wednesday,0,0,2019-05-08 00:00:00
198,BANK BTN KC PEKANBARU,ChIJexsI76au1TERfvSmQayPhGY,0.512274,101.4486575,bank,wednesday,0,0,2019-05-08 00:00:00
199,Happy Puppy,ChIJI4X9Y42r1TERI3V4hdkFlWA,0.535046,101.4231979,bar,wednesday,0,20,2019-05-08 00:00:00
200,PETERSELI KITCHEN,ChIJ-YOvERSs1TER1tk3upFhaLs,0.5104270000000001,101.454093,bar,wednesday,0,0,2019-05-08 00:00:00
201,Happy Puppy Sudirman,ChIJrX9EVxKs1TERy1Pvkk4dJPA,0.4887462,101.4540202,bar,wednesday,0,22,2019-05-08 00:00:00
202,Base Came Telkomsel,ChIJD83qBz2s1TERw0VjmFhUWHM,0.5268183000000001,101.45884790000001,bar,wednesday,0,19,2019-05-08 00:00:00
203,NEW PARAGON KTV POOL & CAFE,ChIJJX3PK2us1TERVOX4W6ETvQg,0.5347780999999999,101.45347740000001,bar,wednesday,0,33,2019-05-08 00:00:00
204,Bier Haus Cafe,ChIJxb7ZvvKr1TERKLhwjiUNnOc,0.5329904999999999,101.42378570000001,bar,wednesday,0,18,2019-05-08 00:00:00
205,Terminal 8,ChIJsWPnqLyu1TERctXbYsftvdE,0.5055955000000001,101.451216,bar,wednesday,0,49,2019-05-08 00:00:00
206,Brown Salon,ChIJk0pCUxKs1TER6deV7WAfOpU,0.531199,101.448033,beauty_salon,wednesday,0,0,2019-05-08 00:00:00
207,Toko Buku Gramedia - Pekanbaru,ChIJn5vmlbyu1TERMsSjQhzSOEM,0.5101001000000001,101.4498796,book_store,wednesday,0,0,2019-05-08 00:00:00
208,Bookstore Zanafa,ChIJjcHMLFmo1TER5gukebmKRwo,0.4644452999999999,101.3852567,book_store,wednesday,0,0,2019-05-08 00:00:00
209,toko buku yasperin,ChIJM7uy202p1TERBRH2gKTTLb8,0.5045050000000001,101.428722,book_store,wednesday,0,10,2019-05-08 00:00:00
210,Toko Muazzam,ChIJHcXDuWCp1TERyJEqFwY4fMQ,0.5114508,101.41018570000001,book_store,wednesday,0,0,2019-05-08 00:00:00
211,Al Mumtaz,ChIJhwvyG_So1TERs7EZamIMYL4,0.4599603,101.3600189,book_store,wednesday,0,0,2019-05-08 00:00:00
212,AZMAR FOTOCOPY,ChIJ9___WJdO1DERt4jk6o70Btw,0.6736778999999999,101.5877454,book_store,wednesday,0,0,2019-05-08 00:00:00
213,PETERSELI KITCHEN,ChIJ-YOvERSs1TER1tk3upFhaLs,0.5104270000000001,101.454093,cafe,wednesday,0,0,2019-05-08 00:00:00
214,Gerobak Kopi Rambo,ChIJ9c2iGKKu1TER_Bn7_bdrjDM,0.5086729,101.45452009999998,cafe,wednesday,0,0,2019-05-08 00:00:00
215,Kedai Kopi Kerisweet,ChIJKXglLp-u1TEReJDI44jT4rQ,0.5110669999999999,101.4587935,cafe,wednesday,0,0,2019-05-08 00:00:00
216,Temok Cafe (Bakso Temok),ChIJx9CIK6Cu1TERgvQVRCgEDbg,0.5129536000000001,101.4562927,cafe,wednesday,0,0,2019-05-08 00:00:00
217,Dapur Cokelat Pekanbaru,ChIJg5dz7xus1TERV-dqnk8lFLI,0.5207906,101.449843,cafe,wednesday,0,0,2019-05-08 00:00:00
218,JCO Giant Pekan Baru,ChIJVTderE2p1TERWHFnz_Uyhb8,0.503537,101.43063599999999,cafe,wednesday,0,0,2019-05-08 00:00:00
219,Musholla Darun na'im Sukaramai,ChIJn2yrMxCs1TEROFCAcUSWFKE,0.5263436,101.44722890000001,mosque,wednesday,0,0,2019-05-08 00:00:00
220,MASJID NURUL AMAL,ChIJ856mJjOv1TERKQc3W9Pm4II,0.4663679999999999,101.4350536,mosque,wednesday,0,26,2019-05-08 00:00:00
221,Masjid Raudhatul Ma'ruf,ChIJpXK8dRGv1TER9PaCbZZjh4I,0.46533739999999996,101.4650411,mosque,wednesday,0,8,2019-05-08 00:00:00
222,Masjid Darul Aman,ChIJY0uQsJWo1TER4EbLhXlHOn8,0.45676300000000003,101.40902109999999,mosque,wednesday,0,1,2019-05-08 00:00:00
223,Klinik Pratama RUMAH ZAKAT,ChIJ7e4jIKiu1TERgapsJ66qz4A,0.5143400000000001,101.443855,doctor,wednesday,0,0,2019-05-08 00:00:00
224,"Doctor Raymond Widjajahakim, Sp. KK",ChIJHc26GQis1TERYnAhzXxbhF4,0.5256361999999999,101.43412959999999,doctor,wednesday,0,0,2019-05-08 00:00:00
225,Rumah Sakit Mata SMEC Pekanbaru,ChIJL1qmY9au1TERNTEegteoAXQ,0.4800504999999999,101.4391045,doctor,wednesday,0,0,2019-05-08 00:00:00
226,Klinik Narita,ChIJ39iOd5us1TERvOnPszR_FGQ,0.5638818999999999,101.44050949999999,doctor,wednesday,0,16,2019-05-08 00:00:00
227,Griya Satwa Pekanbaru,ChIJwXvyJ-yo1TERcQM8AiEcTj4,0.46546679999999996,101.4037327,doctor,wednesday,0,0,2019-05-08 00:00:00
228,Riona Dental Care,ChIJ34RN8luu1TERqat70t-fqDg,0.49926170000000003,101.4651126,dentist,wednesday,0,0,2019-05-08 00:00:00
229,"Praktek Dokter Gigi, drg. Agung T Prakoso Sp.BM, drg Diana Yuliarti, drg. Veni S. , Klinik Gigi Yassar",ChIJT_VHaoWs1TERutKEtnL8d3o,0.5604149999999999,101.444118,dentist,wednesday,0,0,2019-05-08 00:00:00
230,Klinik Narita,ChIJ39iOd5us1TERvOnPszR_FGQ,0.5638818999999999,101.44050949999999,dentist,wednesday,0,16,2019-05-08 00:00:00
231,Dokter Gigi Yuliana,ChIJ74AiS7Cu1TERZ8XkX1iIMZw,0.5047393,101.4425202,dentist,wednesday,0,0,2019-05-08 00:00:00
232,LUQYANA DENTAL CLINIC by. Drg Yuliana,ChIJyyfKSrCu1TEREbVHZCtZjek,0.5048328,101.4424539,dentist,wednesday,0,0,2019-05-08 00:00:00
233,Zala Futsal,ChIJW5zUaymv1TER7SQGj6JNt2Y,0.5049085999999999,101.4379532,gym,wednesday,0,0,2019-05-08 00:00:00
234,MAXX SALON FOR MEN (RUDY HADISUARNO),ChIJeablhtau1TERmhvb7Iw6mDw,0.4808061000000001,101.440224,hair_care,wednesday,0,0,2019-05-08 00:00:00
235,Omar Barbershop,ChIJwYFR6e6o1TER4aSbzo_pmpE,0.4660990999999999,101.4038227,hair_care,wednesday,0,0,2019-05-08 00:00:00
236,Pangkas rambut prima jaya,ChIJaWDw71mv1TERMdrBp54ebQ8,0.4452280999999999,101.44601740000002,hair_care,wednesday,0,0,2019-05-08 00:00:00
237,Rumah Sakit Mata SMEC Pekanbaru,ChIJL1qmY9au1TERNTEegteoAXQ,0.4800504999999999,101.4391045,hospital,wednesday,0,0,2019-05-08 00:00:00
238,Apotik Medika Pekanbaru,ChIJzUUKSAms1TERHrz-NzGnJXE,0.5283831,101.4383438,pharmacy,wednesday,0,0,2019-05-08 00:00:00
239,GUARDIAN - Giant Nangka,ChIJ7bGCVEyp1TERUBZTcYRcEGQ,0.5034773,101.4309036,pharmacy,wednesday,0,0,2019-05-08 00:00:00
240,Kimia Farma Nangka,ChIJh9iTKEyp1TERLFXNBbscPng,0.5031139,101.428442,pharmacy,wednesday,0,4,2019-05-08 00:00:00
241,Milagros Pekanbaru (Stokis Resmi),ChIJqQQ-7VGp1TERVDOfQL0qSSI,0.5071829000000001,101.4274189,pharmacy,wednesday,0,23,2019-05-08 00:00:00
242,Apotek Mandiri,ChIJ71mHKRKs1TERGiK99NMnwn8,0.5286059000000001,101.44771779999999,pharmacy,wednesday,0,0,2019-05-08 00:00:00
243,Apotek Kimia Farma Melur,ChIJZaJVnAWs1TERXCjTFQUcK6k,0.5281544,101.4342276,pharmacy,wednesday,0,0,2019-05-08 00:00:00
244,Apotek Trans,ChIJCT6Y-eKr1TEROfR-Hc-uMDw,0.5174228000000001,101.42126529999999,pharmacy,wednesday,0,0,2019-05-08 00:00:00
245,Apotek Kimia Farma,ChIJAQvyG_So1TERYVVc9OdCUoY,0.4644140000000001,101.40166049999999,pharmacy,wednesday,0,4,2019-05-08 00:00:00
246,Kimia Farma Apotek 596,ChIJCaeidEOo1TERl1DlVnrrZ0M,0.4638543999999999,101.3796536,pharmacy,wednesday,0,6,2019-05-08 00:00:00
247,Milagros Pekanbaru (Stokis Resmi),ChIJ4cvCMOWx1TERFXL8sAzf7pU,0.5054333,101.5343142,pharmacy,wednesday,0,0,2019-05-08 00:00:00
248,Kenken Petshop,ChIJocgBRSqs1TERN2VzaQeQEL0,0.5168680000000001,101.475636,pet_store,wednesday,0,0,2019-05-08 00:00:00
249,EVO PETSHOP AND COFFEESHOP,ChIJB4CiO2St1TERpAV6IwxlFO8,0.516386,101.44172900000001,pet_store,wednesday,0,0,2019-05-08 00:00:00
250,EVO PETSHOP AND COFFEESHOP,ChIJbVLH17Ot1TERtV0sw87XD34,0.5163732,101.4414775,pet_store,wednesday,0,0,2019-05-08 00:00:00
251,Happy Puppy,ChIJI4X9Y42r1TERI3V4hdkFlWA,0.535046,101.4231979,night_club,wednesday,0,20,2019-05-08 00:00:00
252,PETERSELI KITCHEN,ChIJ-YOvERSs1TER1tk3upFhaLs,0.5104270000000001,101.454093,night_club,wednesday,0,0,2019-05-08 00:00:00
253,Happy Puppy Sudirman,ChIJrX9EVxKs1TERy1Pvkk4dJPA,0.4887462,101.4540202,night_club,wednesday,0,22,2019-05-08 00:00:00
254,NEW PARAGON KTV POOL & CAFE,ChIJJX3PK2us1TERVOX4W6ETvQg,0.5347780999999999,101.45347740000001,night_club,wednesday,0,33,2019-05-08 00:00:00
255,Terminal 8,ChIJsWPnqLyu1TERctXbYsftvdE,0.5055955000000001,101.451216,night_club,wednesday,0,49,2019-05-08 00:00:00
256,Arena Entertaiment,ChIJGWHdnLKu1TER9_FWedco2Vo,0.5058694000000001,101.43507240000001,night_club,wednesday,0,65,2019-05-08 00:00:00
257,Family Box,ChIJGYaFW5Ku1TERV-hZ8QetPps,0.4994803,101.4661837,night_club,wednesday,0,0,2019-05-08 00:00:00
258,Club Executive CE7,ChIJJfqMZwms1TERFl6DPJfVDp0,0.528563,101.43829040000001,night_club,wednesday,0,52,2019-05-08 00:00:00
259,MP Club,ChIJSRPzUhKs1TERfY0QakYb8eQ,0.5318499000000001,101.4480708,night_club,wednesday,0,16,2019-05-08 00:00:00
260,CGV Studio Pekanbaru,ChIJYcEdBaiu1TERQJJuhdns2t8,0.5101367,101.4469543,movie_theater,wednesday,0,0,2019-05-08 00:00:00
261,Ciputra Seraya XXI,ChIJVfTatHiCeC4RKlB6jQtU7Lg,0.5360614,101.4301886,movie_theater,wednesday,0,0,2019-05-08 00:00:00
262,Cinemaxx Living World,ChIJEXOan7Gp1TERG4PKT1ntqV4,0.5002414000000001,101.4200645,movie_theater,wednesday,0,0,2019-05-08 00:00:00
263,Metro Plaza,ChIJt7c8oJOu1TERJ1eGqIm9wU8,0.4997860999999999,101.46378179999999,shopping_mall,wednesday,0,0,2019-05-08 00:00:00
264,Kedaung Table Top Plaza,ChIJyciJeTmp1TERkUcA-ZYa_-E,0.49243590000000004,101.419789,shopping_mall,wednesday,0,0,2019-05-08 00:00:00
265,Swalayan 999 harapan raya,ChIJZS0kMb6u1TERFlbNO2g-Gxs,0.4928907,101.4521209,supermarket,wednesday,0,0,2019-05-08 00:00:00
266,Colour's Mart,ChIJaaapX1uo1TERxXkY6fF0p3Q,0.4647808,101.3782361,supermarket,wednesday,0,0,2019-05-08 00:00:00
267,Indomaret Sudirman 422,ChIJqy2zmaSu1TERg3atYLQeud0,0.5073584,101.4503607,supermarket,wednesday,0,10,2019-05-08 00:00:00
268,Alfamart Kini Balu,ChIJ_41NHD2s1TERMT083HBqGqw,0.5261210999999999,101.4592768,supermarket,wednesday,0,0,2019-05-08 00:00:00
269,Indomaret,ChIJGb3o5ROs1TERvVixLMtEYLo,0.5297386000000001,101.4499334,supermarket,wednesday,0,13,2019-05-08 00:00:00
270,Lotte Wholesale Pekanbaru,ChIJ-_2DtVqp1TER0T9vmjaboOc,0.5062468999999999,101.420908,supermarket,wednesday,0,0,2019-05-08 00:00:00
271,Pasar Buah Pekanbaru,ChIJz5WQkb6u1TEROcnCcmB6jdA,0.5346524,101.4474015,supermarket,wednesday,0,0,2019-05-08 00:00:00
272,Alfamart Tuanku Tambusai 2,ChIJyfFlekap1TERfuT5iQindNg,0.5010777000000001,101.4203673,supermarket,wednesday,0,42,2019-05-08 00:00:00
273,Transmart Carrefour Pekanbaru,ChIJyWEmYOOr1TERCg6J8CqOomA,0.5031186000000001,101.4200232,supermarket,wednesday,0,0,2019-05-08 00:00:00
274,Swalayan 999 harapan raya,ChIJZS0kMb6u1TERFlbNO2g-Gxs,0.4928907,101.4521209,store,wednesday,0,0,2019-05-08 00:00:00
275,Naga Swalayan,ChIJjQiDPMyu1TER-VkVgSVp_k8,0.4907185999999999,101.4388513,store,wednesday,0,0,2019-05-08 00:00:00
276,Toserba Mama,ChIJRfl9KRKs1TERZ24eaPgtW3M,0.5292235,101.4477167,store,wednesday,0,0,2019-05-08 00:00:00
277,TOSERBA FHAJAR ( SWALAYAN ECERAN & GROSIR ),ChIJPTvsv42u1TERlh28FYGHenU,0.500128,101.469479,store,wednesday,0,0,2019-05-08 00:00:00
278,Colour's Mart,ChIJaaapX1uo1TERxXkY6fF0p3Q,0.4647808,101.3782361,store,wednesday,0,0,2019-05-08 00:00:00
279,V-Communication,ChIJe99uAhOs1TERbsf38JkAKCs,0.5326945,101.4481772,store,wednesday,0,0,2019-05-08 00:00:00
280,3Store Pekanbaru,ChIJR2fFxcKu1TERCa9y0vH1KJw,0.5355850999999998,101.4301636,store,wednesday,0,0,2019-05-08 00:00:00
281,Indonesian Bakery,ChIJHerhDAqs1TERUrN1gOhowUg,0.5303456999999999,101.4342577,store,wednesday,0,0,2019-05-08 00:00:00
282,Bandara Internasional SSK II Pekanbaru,ChIJDYL1Kzqv1TER0XfHoqGdrRU,0.46469099999999997,101.4478337,airport,thursday,0,0,2019-05-09 00:00:00
283,Bandar Udara Internasional Syarif Kasim II Pekanbaru,ChIJQakSBOev1TERLG6Pg9un_R8,0.4645344,101.4483296,airport,thursday,0,7,2019-05-09 00:00:00
284,Sultan Syarif Kasim II International Airport,ChIJxwFScDmv1TERljqI_TQ4_JM,0.4644616,101.44815559999999,airport,thursday,0,7,2019-05-09 00:00:00
285,Bank Danamon Pekanbaru - Simpang Pasar Bawah,ChIJf-XeYQ2s1TERV0lMbulRGtA,0.5365985999999999,101.4433547,bank,thursday,0,0,2019-05-09 00:00:00
286,Danamon KC WAHID HASYIM,ChIJEyqnQRKs1TERya0An_4EkhI,0.5272717,101.4481716,bank,thursday,0,0,2019-05-09 00:00:00
287,Mandiri KCP Pekanbaru Ahmad Yani,ChIJo_t6Ww6s1TER_mgpi_PrG90,0.5195924,101.44427009999998,bank,thursday,0,0,2019-05-09 00:00:00
288,Mandiri Pekanbaru Jalan Riau,ChIJL-gB6Yqr1TERJ5YF0ui5ja8,0.5351117,101.43770740000001,bank,thursday,0,0,2019-05-09 00:00:00
289,Bank BNI Syariah KCP Panam,ChIJSfptz_Oo1TERYlFeYarvQBY,0.4639601,101.3972177,bank,thursday,0,0,2019-05-09 00:00:00
290,Bank Syariah Mandiri KCP Pekanbaru Sudirman Bawah,ChIJn46FShKs1TER6f57XUZCj3o,0.5304854,101.44780820000001,bank,thursday,0,0,2019-05-09 00:00:00
291,Bank Mandiri - KCP Pekanbaru Panam,ChIJNVYGCUSo1TER8Iyg616RTp4,0.46378909999999995,101.4097403,bank,thursday,0,0,2019-05-09 00:00:00
292,BANK BTN KC PEKANBARU,ChIJexsI76au1TERfvSmQayPhGY,0.512274,101.4486575,bank,thursday,0,0,2019-05-09 00:00:00
293,Happy Puppy,ChIJI4X9Y42r1TERI3V4hdkFlWA,0.535046,101.4231979,bar,thursday,0,24,2019-05-09 00:00:00
294,PETERSELI KITCHEN,ChIJ-YOvERSs1TER1tk3upFhaLs,0.5104270000000001,101.454093,bar,thursday,0,0,2019-05-09 00:00:00
295,Happy Puppy Sudirman,ChIJrX9EVxKs1TERy1Pvkk4dJPA,0.4887462,101.4540202,bar,thursday,0,24,2019-05-09 00:00:00
296,Base Came Telkomsel,ChIJD83qBz2s1TERw0VjmFhUWHM,0.5268183000000001,101.45884790000001,bar,thursday,0,15,2019-05-09 00:00:00
297,NEW PARAGON KTV POOL & CAFE,ChIJJX3PK2us1TERVOX4W6ETvQg,0.5347780999999999,101.45347740000001,bar,thursday,0,33,2019-05-09 00:00:00
298,Bier Haus Cafe,ChIJxb7ZvvKr1TERKLhwjiUNnOc,0.5329904999999999,101.42378570000001,bar,thursday,0,16,2019-05-09 00:00:00
299,Terminal 8,ChIJsWPnqLyu1TERctXbYsftvdE,0.5055955000000001,101.451216,bar,thursday,0,56,2019-05-09 00:00:00
300,Brown Salon,ChIJk0pCUxKs1TER6deV7WAfOpU,0.531199,101.448033,beauty_salon,thursday,0,0,2019-05-09 00:00:00
301,Toko Buku Gramedia - Pekanbaru,ChIJn5vmlbyu1TERMsSjQhzSOEM,0.5101001000000001,101.4498796,book_store,thursday,0,0,2019-05-09 00:00:00
302,Bookstore Zanafa,ChIJjcHMLFmo1TER5gukebmKRwo,0.4644452999999999,101.3852567,book_store,thursday,0,0,2019-05-09 00:00:00
303,toko buku yasperin,ChIJM7uy202p1TERBRH2gKTTLb8,0.5045050000000001,101.428722,book_store,thursday,0,5,2019-05-09 00:00:00
304,Toko Muazzam,ChIJHcXDuWCp1TERyJEqFwY4fMQ,0.5114508,101.41018570000001,book_store,thursday,0,0,2019-05-09 00:00:00
305,Al Mumtaz,ChIJhwvyG_So1TERs7EZamIMYL4,0.4599603,101.3600189,book_store,thursday,0,0,2019-05-09 00:00:00
306,AZMAR FOTOCOPY,ChIJ9___WJdO1DERt4jk6o70Btw,0.6736778999999999,101.5877454,book_store,thursday,0,0,2019-05-09 00:00:00
307,PETERSELI KITCHEN,ChIJ-YOvERSs1TER1tk3upFhaLs,0.5104270000000001,101.454093,cafe,thursday,0,0,2019-05-09 00:00:00
308,Gerobak Kopi Rambo,ChIJ9c2iGKKu1TER_Bn7_bdrjDM,0.5086729,101.45452009999998,cafe,thursday,0,0,2019-05-09 00:00:00
309,Kedai Kopi Kerisweet,ChIJKXglLp-u1TEReJDI44jT4rQ,0.5110669999999999,101.4587935,cafe,thursday,0,0,2019-05-09 00:00:00
310,Temok Cafe (Bakso Temok),ChIJx9CIK6Cu1TERgvQVRCgEDbg,0.5129536000000001,101.4562927,cafe,thursday,0,0,2019-05-09 00:00:00
311,Dapur Cokelat Pekanbaru,ChIJg5dz7xus1TERV-dqnk8lFLI,0.5207906,101.449843,cafe,thursday,0,0,2019-05-09 00:00:00
312,JCO Giant Pekan Baru,ChIJVTderE2p1TERWHFnz_Uyhb8,0.503537,101.43063599999999,cafe,thursday,0,0,2019-05-09 00:00:00
313,Musholla Darun na'im Sukaramai,ChIJn2yrMxCs1TEROFCAcUSWFKE,0.5263436,101.44722890000001,mosque,thursday,0,0,2019-05-09 00:00:00
314,MASJID NURUL AMAL,ChIJ856mJjOv1TERKQc3W9Pm4II,0.4663679999999999,101.4350536,mosque,thursday,0,26,2019-05-09 00:00:00
315,Masjid Raudhatul Ma'ruf,ChIJpXK8dRGv1TER9PaCbZZjh4I,0.46533739999999996,101.4650411,mosque,thursday,0,8,2019-05-09 00:00:00
316,Masjid Darul Aman,ChIJY0uQsJWo1TER4EbLhXlHOn8,0.45676300000000003,101.40902109999999,mosque,thursday,0,1,2019-05-09 00:00:00
317,Klinik Pratama RUMAH ZAKAT,ChIJ7e4jIKiu1TERgapsJ66qz4A,0.5143400000000001,101.443855,doctor,thursday,0,0,2019-05-09 00:00:00
318,"Doctor Raymond Widjajahakim, Sp. KK",ChIJHc26GQis1TERYnAhzXxbhF4,0.5256361999999999,101.43412959999999,doctor,thursday,0,0,2019-05-09 00:00:00
319,Rumah Sakit Mata SMEC Pekanbaru,ChIJL1qmY9au1TERNTEegteoAXQ,0.4800504999999999,101.4391045,doctor,thursday,0,0,2019-05-09 00:00:00
320,Klinik Narita,ChIJ39iOd5us1TERvOnPszR_FGQ,0.5638818999999999,101.44050949999999,doctor,thursday,0,20,2019-05-09 00:00:00
321,Griya Satwa Pekanbaru,ChIJwXvyJ-yo1TERcQM8AiEcTj4,0.46546679999999996,101.4037327,doctor,thursday,0,0,2019-05-09 00:00:00
322,Riona Dental Care,ChIJ34RN8luu1TERqat70t-fqDg,0.49926170000000003,101.4651126,dentist,thursday,0,0,2019-05-09 00:00:00
323,"Praktek Dokter Gigi, drg. Agung T Prakoso Sp.BM, drg Diana Yuliarti, drg. Veni S. , Klinik Gigi Yassar",ChIJT_VHaoWs1TERutKEtnL8d3o,0.5604149999999999,101.444118,dentist,thursday,0,0,2019-05-09 00:00:00
324,Klinik Narita,ChIJ39iOd5us1TERvOnPszR_FGQ,0.5638818999999999,101.44050949999999,dentist,thursday,0,20,2019-05-09 00:00:00
325,Dokter Gigi Yuliana,ChIJ74AiS7Cu1TERZ8XkX1iIMZw,0.5047393,101.4425202,dentist,thursday,0,0,2019-05-09 00:00:00
326,LUQYANA DENTAL CLINIC by. Drg Yuliana,ChIJyyfKSrCu1TEREbVHZCtZjek,0.5048328,101.4424539,dentist,thursday,0,0,2019-05-09 00:00:00
327,Zala Futsal,ChIJW5zUaymv1TER7SQGj6JNt2Y,0.5049085999999999,101.4379532,gym,thursday,0,2,2019-05-09 00:00:00
328,MAXX SALON FOR MEN (RUDY HADISUARNO),ChIJeablhtau1TERmhvb7Iw6mDw,0.4808061000000001,101.440224,hair_care,thursday,0,0,2019-05-09 00:00:00
329,Omar Barbershop,ChIJwYFR6e6o1TER4aSbzo_pmpE,0.4660990999999999,101.4038227,hair_care,thursday,0,0,2019-05-09 00:00:00
330,Pangkas rambut prima jaya,ChIJaWDw71mv1TERMdrBp54ebQ8,0.4452280999999999,101.44601740000002,hair_care,thursday,0,0,2019-05-09 00:00:00
331,Rumah Sakit Mata SMEC Pekanbaru,ChIJL1qmY9au1TERNTEegteoAXQ,0.4800504999999999,101.4391045,hospital,thursday,0,0,2019-05-09 00:00:00
332,Apotik Medika Pekanbaru,ChIJzUUKSAms1TERHrz-NzGnJXE,0.5283831,101.4383438,pharmacy,thursday,0,0,2019-05-09 00:00:00
333,GUARDIAN - Giant Nangka,ChIJ7bGCVEyp1TERUBZTcYRcEGQ,0.5034773,101.4309036,pharmacy,thursday,0,0,2019-05-09 00:00:00
